content,class
"""Nah bro I’m sorry but why are you selling fruit outside it’s under 20 degrees. Take them fucking babies in the house. I know shit hard but kids ain’t ask to be born ya gotta find a new hustle in the winter""",1
"""@robbystarbuck I work at a hospital.  There’s dei type stuff crammed down employees throats there too, much actually comes from Obamacare regs.  I was wondering if there will be efforts to get this out of Obamacare dictates? It’s woven into the foundations of Obamacare""",1
"""Reporter: what do you think about the fact that DEI employees have been laid off?  Senator Kennedy: I think the American people have spoken clearly and the best way stop discriminating against people on the basis of race and gender is to stop discriminating against people on the… https://t.co/Sia1HRmsb8 https://t.co/Zda6XQ6zOQ""",1
"""The best way to stop discriminating against people on the basis of race or gender is to stop discriminating against people on the basis of race or gender.  Let DEI die.""",1
"""The best way to stop discriminating against people on the basis of race or gender is to stop discriminating against people on the basis of race or gender.  Let DEI die.""",1
"""MAGA claims that “DEI” stands for “Didn’t Earn It” is remarkable because in reality, generating historic wealth through 2 billion acres of stolen land from Native Americans, enslaving Black people for 300 years, banning Asian immigration until 1965, &amp; banning women from financial… https://t.co/1cnWesbReK""",0
"""Acaban de condenar a Carlos Cuenca de Cambio Radical.  Aquí tenemos una foto del hombre, junto con Iván Duque. Así es, otro corrupto junto con el porción. https://t.co/29Od5Ipris""",1
"""Reporter: what do you think about the fact that DEI employees have been laid off?  Senator Kennedy: I think the American people have spoken clearly and the best way stop discriminating against people on the basis of race and gender is to stop discriminating against people on the… https://t.co/Sia1HRmsb8 https://t.co/Zda6XQ6zOQ""",1
"""Facundo Manzoni ""El Campo es patriada"". Este pibe tiene un futuro enorme. Banquemos a los nuevos dirigentes💪 https://t.co/OzK86OTcA7""",1
"""Soros’un maşaları tek tek içeri alınıyor.    Sıra büyük turpa geliyor.""",1
"""Acaban de condenar a Carlos Cuenca de Cambio Radical.  Aquí tenemos una foto del hombre, junto con Iván Duque. Así es, otro corrupto junto con el porción. https://t.co/29Od5Ipris""",1
"""@hoss_crypto Herz kurz stehen geblieben""",0
"""One of these men injected thousands of Trans and DEI soldiers in our military  The other wants to make our military as lethal as possible  Guess which one Lisa Murkowski voted to confirm?  (The Democrat one) https://t.co/1OjcDtHID8""",0
"""@mochibastardo hai per caso letto il bonus content di nora https://t.co/sDVIVhZsjL""",1
"""SCOOP: Sophia Hox, who holds a leadership position at a VA Healthcare System suggests she will circumvent Trump's policies by changing the name of DEI programs.  Hox says staff are being transferred to other positions and DEI initiatives/training will continue but will be… https://t.co/ymsePD40R0 https://t.co/YYiLMEcmsr""",1
"""/11 AFL is committed to relentlessly fighting to protect the civil rights of all Americans and demolish illegal DEI practices across corporate America.""",0
"""SCOOP: Sophia Hox, who holds a leadership position at a VA Healthcare System suggests she will circumvent Trump's policies by changing the name of DEI programs.  Hox says staff are being transferred to other positions and DEI initiatives/training will continue but will be… https://t.co/ymsePD40R0 https://t.co/YYiLMEcmsr""",1
"""Reporter: what do you think about the fact that DEI employees have been laid off?  Senator Kennedy: I think the American people have spoken clearly and the best way stop discriminating against people on the basis of race and gender is to stop discriminating against people on the… https://t.co/Sia1HRmsb8 https://t.co/Zda6XQ6zOQ""",1
"""@Banana3Stocks $AMZN is my second biggest position""",1
"""Anyone else notice that black women with Harvard degrees and decades of experience are called “DEI” hires but some random guy who hosted a Fox News show like Pete Hegseth is expertly qualified to run the Department of Defense?  It’s almost like the GOP is just racist. https://t.co/ktyQNPcAF2""",1
"""It’s the DEMON GEORGE SOROS behind these FAKE PETITIONS because SOROS hates us and doesn’t want @RobertKennedyJr to HELP MAKE AMERICA HEALTHY AGAIN… https://t.co/vb3w9zmXEd""",0
"""SCOOP: @WCUofPA changed the name of their DEI Dept to “Office of Equal Opportunity and Compliance.” It’s being run by the same person who ran their DEI Dept. All searches for DEI now redirects to this new department name.  They’re still implementing DEI, just under a different… https://t.co/DL0UH5OhJQ https://t.co/T6ADjMpsJT""",1
"""@MrZackMorris Still searching for the next big thing?  Look no further—$Momfolio is here to change the game and your portfolio forever!!""",1
"""The January 24 edition of @LatNewsletter is here. @julito77 shares his latest Friday thoughts and a Q&amp;A with @ReichlinMelnick about @immcouncil's fact sheet analysis of Trump EOs.  https://t.co/XmaKx4ttJq""",1
"""My office has been alerted about an agency contractor attempting to obscure its DEI offices and programming in direct violation of the Trump administration’s executive orders.  For the past four years, Democrats mandated that all taxpayer-funded scientific research and… https://t.co/sdmIS7njPE https://t.co/ccxDf2nPWh""",1
"""Yes, we are going to crush the academic Left, abolish DEI, and salt the Earth beneath it. The era of BLM is over. The era of colorblind equality has begun. https://t.co/oRDPxR7wLx""",1
"""Jerry Goodnight, a teacher at @CabCoSchools in NC vows to continue pushing DEI, CRT, and ""any other acronym"" in his classroom after Trump signed EOs dismantling DEI programs.  Any comment @CabCoSchools https://t.co/s9ntspQMTY""",1
"""Why would an American ""president"" want to dismantle FEMA, Dept of Education, the IRS, the FBI and DEI?""",1
"""Donald Trump dismantling DEI!  Focusing on qualifications and MERIT instead…  This is a good thing! https://t.co/3KlBMr0Muq""",1
"""How do you think DEI/social and political agendas in video games impacts the quality of gaming experience?""",1
"""🇺🇸| El presidente Donald Trump oficialmente ha logrado hacer más en 100 horas que cualquier presidente en 100 días. 🔥 Comparte esto porque los medios progres de Soros no quieren que te enteres. https://t.co/bOjNEzzmFm""",1
"""$ZJYL Annual report is out and guess what? They didn't dilute a single share and the stock has come down from $25.49 to $0.89 as of today.  How in the world is this possible? There is only one explanation: Naked shorting and counterfeit shares Shorts gonna pay bigtime soon!!! 🙋‍♂️""",0
"""SAIC, a major government contractor that receives hundreds of millions of taxpayer dollars, sent a notice to their entire company informing them that they will be halting all DEI and affirmative action initiatives because of Trump's EO. https://t.co/FeU78KBvVw""",0
"""“Black people and women did not invent DEI; white people invented it to try to comply with the law and the Constitution. White people invented it, because they could not trust themselves to treat potential employees equally and fairly as the Constitution requires.” https://t.co/0N3w65dm3w""",0
"""In the first 80 hours, approx $420M of current/impending contracts have been cancelled. 2 leases have also been cancelled.    Initial focus is mainly on DEI contracts and unoccupied buildings.""",1
"""@Nathaniel7654 Oh so the communists of today do not favor certain races and identities?  What do you think “affirmative action” DEI policies aim to do?""",1
"""In the first 80 hours, approx $420M of current/impending contracts have been cancelled. 2 leases have also been cancelled.    Initial focus is mainly on DEI contracts and unoccupied buildings.""",1
"""Lloyd Austin ruined the military with DEI.  Alejandro Mayorkas let millions of illegals flood America.  Pete Buttigieg oversaw a train derailment that released toxic chemicals in Ohio.  Lisa Murkowski voted to confirm all, but won’t vote for Pete Hegseth! https://t.co/SpobOvMNOY""",1
"""The best way to stop discriminating against people on the basis of race or gender is to stop discriminating against people on the basis of race or gender.  Let DEI die.""",1
"""Sunny Hostin says President Trumps executive order to end DEI policies is a “war against women and people of color”…   👀 https://t.co/nLCbEWP2YM""",0
"""@SNEKolasTate @cryptorecruitr He isn’t a holder.  Why would he share?  I not in the habit of sharing news on coins I do not hold.  Sometimes… but not often.""",0
"""#Hegseth = DEI. Unqualified and not based on merit. I am a Trumper and #Hegseth needs to go.""",1
"""@BabacarKadam3 Boy li ça te prend 20 min en vraii si tu t’y mets , yangui nelaw dei""",1
"""In the first 80 hours, approx $420M of current/impending contracts have been cancelled.   2 leases have also been cancelled.    Initial focus is mainly on DEI contracts and unoccupied buildings.""",1
"""That's right!  White women and white people with minor disabilities have benefited far more from affirmative action programs than the people they were designed to benefit.  Yet the racists opposed to affirmative action never mention that! https://t.co/nyBQPDs94f""",0
"""SCOOP: @WCUofPA changed the name of their DEI Dept to “Office of Equal Opportunity and Compliance.” It’s being run by the same person who ran their DEI Dept. All searches for DEI now redirects to this new department name.  They’re still implementing DEI, just under a different… https://t.co/DL0UH5OhJQ https://t.co/T6ADjMpsJT""",1
"""Diffidate sempre da chi sostiene la #UE: sta dimostrando di volere solo il male dei propri cittadini.   Bisogna assolutamente uscire da questa organizzazione non democratica che ci danneggia  La statista VdL, rieletta nonostante gli scandali e indagini, per limitare i dazi di… https://t.co/0BRXEDF7gc https://t.co/lEdaW4LFp9""",1
"""This Australia Day the only flag you should fly is the Australian national flag. For the radical woke left, this is what it looks like, there are no others. https://t.co/5dx5Tfl0S7""",1
"""“Black people and women did not invent DEI; white people invented it to try to comply with the law and the Constitution. White people invented it, because they could not trust themselves to treat potential employees equally and fairly as the Constitution requires.” https://t.co/0N3w65dm3w""",0
"""🇺🇸MAJORITY LEADER THUNE: IT'S A GREAT FEELING TO HAVE TRUMP BACK IN THE OVAL  “It's a great feeling to have him back in the Oval Office and be able to work with someone who shares the objectives and vision for where we want to take the country.  He wants to renew American energy… https://t.co/kApgcTWPIs""",0
"""In the first 80 hours, approx $420M of current/impending contracts have been cancelled. 2 leases have also been cancelled.    Initial focus is mainly on DEI contracts and unoccupied buildings.""",1
"""Target Drops DEI Goals and Ends Program to Boost Black https://t.co/X0fMhprob2""",0
"""💾Continuing our commitment to radical transparency, here’s a full breakdown of all the technical updates, improvements, and fixes we've rolled out this week:  Monad Game Improvements  ✅ Floppy Animation Trigger – Now activates when the Pump button is clicked. ✅ Level System… https://t.co/AW4U9kwDyW https://t.co/uJHvadh32T""",1
"""🚨THIS IS HUGE: Alabama Gov. Kay Ivey Signs A New Bill that Forces the Closure of Alabama University DEI Offices  Do you approve this? Yes or No https://t.co/6oU40Oqg9q""",1
"""1) Ragebait screenshot, no link = pretty reliable sign of bad faith https://t.co/lSeZVpMhCk 2) This or nothing"" is a false dichotomy 3) Glad to see that Rufo continues in the fine tradition of the 1794 Jacobins who made ""demoralizing the people"" a crime https://t.co/oYEc4ygmbv""",0
"""@hoss_crypto Erklärbär?""",0
"""BREAKING: Target is abolishing its DEI programs. The dominoes are starting to fall. h/t @lizcollin https://t.co/gkuyaFVT2Q""",1
"""Basically, extortion. And completely un-American. https://t.co/JRNguc3edP""",1
"""SCOOP: Sophia Hox, who holds a leadership position at a VA Healthcare System suggests she will circumvent Trump's policies by changing the name of DEI programs.  Hox says staff are being transferred to other positions and DEI initiatives/training will continue but will be… https://t.co/ymsePD40R0 https://t.co/YYiLMEcmsr""",1
"""@CredibleCrypto We're recylcing old FUD now for some reason. We're close to full blown breakout""",1
"""LISA shares TikTok using ‘OKLOSER’ by Doja Cat. https://t.co/5zBuU9oQrV""",1
"""On the eve of the March for Life, all of Florida’s Congressional Democrats voted AGAINST the Born-Alive Survivors Protection Act. Once again, Democrats prove how out of touch they are with Florida’s voters by siding with the radical left!""",0
"""Non mi fido tanto delle rece dei giornalisti per quanto riguarda i brani di Sanremo,, veramente loro l’anno scorso dissero che il brano dei ricchi e poveri era un flop E INVECE https://t.co/096zrDxplD""",1
"""JFK JR  Trump has only been President for three days, yet he's already humiliated the World Economic Forum; released the JFK, RFK and Martin Luther King Assassination Files; fired woke DEI employees; designated the Drug, Gun Running and Human Trafficking Cartels as terrorist… https://t.co/jSfaCXu58m""",1
"""You are sheltering DEI, are you not??? https://t.co/znv9Xo0dSo""",1
"""“Nel tragico conflitto di Gaza, il ruolo di Hamas non è stato solo quello dell’innesco. Colpire il nemico e nascondersi tra la popolazione, sotto scuole e ospedali, portando con sé gli ostaggi, in modo da pervertire la morale da avvocata dei seviziati in salvacondotto per i… https://t.co/NEUwYVdaEd https://t.co/hdLI9ORVky""",1
"""Why would an American ""president"" want to dismantle FEMA, Dept of Education, the IRS, the FBI and DEI?""",1
"""🇺🇸| El presidente Donald Trump oficialmente ha logrado hacer más en 100 horas que cualquier presidente en 100 días. 🔥 Comparte esto porque los medios progres de Soros no quieren que te enteres. https://t.co/bOjNEzzmFm""",1
"""Jerry Goodnight, a teacher at @CabCoSchools in NC vows to continue pushing DEI, CRT, and ""any other acronym"" in his classroom after Trump signed EOs dismantling DEI programs.  Any comment @CabCoSchools https://t.co/s9ntspQMTY""",1
"""Reporter: what do you think about the fact that DEI employees have been laid off?  Senator Kennedy: I think the American people have spoken clearly and the best way stop discriminating against people on the basis of race and gender is to stop discriminating against people on the… https://t.co/Sia1HRmsb8 https://t.co/Zda6XQ6zOQ""",1
"""IL PRESIDENTE HA ORDINATO ALL ' FBI, DI Portagli TUTTI I 300 Dossier, SECRETATI ,SU TALE Comunista GLOBALISTA,  SOROS ED I SUOI SPORCHI AFFARI CRIMINOGENI, X VALUTARNE L.ESPULSIONE O L' INTERNAMENTO A GUANTANAMO   A Vita - io sono x Guantanamo ,VOI?? https://t.co/idCZ84ZISy""",1
"""Trump isn’t just targeting DEI. He’s targeting Civil Rights.""",0
"""Milei mintió cuando dijo que por culpa del ""feminismo radical si uno mata a una mujer se llama femicidio y tiene una pena mas grave"".  Esa figura penal se agregó en 2012 en el último gobierno de CFK y fue por el reclamo de un hombre a cuya hija violaron y asesinaron en Salta. https://t.co/Vpz0DWOTK2""",1
"""Jerry Goodnight, a teacher at @CabCoSchools in NC vows to continue pushing DEI, CRT, and ""any other acronym"" in his classroom after Trump signed EOs dismantling DEI programs.  Any comment @CabCoSchools https://t.co/s9ntspQMTY""",1
"""RT @jsamodra: The Israeli lobbying group has bought the politicians in the Congress to issue a bill sanctioning the ICC  A BLATANT ATTEMPT…""",0
"""@JuliaG23584841 @Hoodoo33 @SarahisCensored @PSP_Podcast Not scamming taxpayers?? He has made millions off of scamming taxpayers whether it’s fake Bibles or sneakers or crypto. It’s disingenuous to say he didn’t make money while he was president when he made billions. And don’t forget his tax giveaways for the ultra rich. https://t.co/y4LskZiFpz""",0
"""@d_iggs17 @RepTonyGonzales You oppose all these right:  https://t.co/p9Zw5hvq1P""",0
"""@bphillipsonMP Won’t save anything as doesn’t effect an 8 year old SEND child, so thanks for nothing , no clubs etc for them.  Won’t save parents who work and pay tax as more have been pulled into the threshold of paying, plus Rachel Reeves is looking to cut the welfare spent, as surprise… https://t.co/TxY2Jcaswy""",0
"""@d_iggs17 @RepTonyGonzales You oppose all of these orgs right:  https://t.co/ZiVbUqj8g9""",0
"""RT @PeterPaulGuy: 🇮🇪🚨  Foreign wealth from billionaires such as George Soros - Open Society Foundation are funding the unelected and unacco…""",0
"""RT @HelenaHandcart0: @labourlewis @schneiderhome Why do you always talk like the rich don’t pay any tax? They pay a fortune in tax.""",0
"""RT @robprogressive: 3. Tax:  Not only do you get taxed on what you earn, you also get taxed on what you buy, what you sell &amp; what you own …""",0
"""RT @houmanhemmati: 🔥 IF YOU LOST YOUR HOME IN THE FIRE, READ THIS!  Los Angeles allows you to immediately get your property tax cut to ONLY…""",0
"""RT @sallonsax: Labour could tax the rich or do more austerity and there is a 99.99999999% chance they're going to do more austerity.  Nobod…""",0
