content,class
"""Why do so many feel like they've fallen behind?  It's not because of immigrants, trans people, the “deep state,” or any other bogeyman trotted out by the GOP.   It's because big corporations and billionaires have rigged markets and siphoned off most of the economy's gains.""",0
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""@libsoftiktok I stand with Jen Psaki""",1
"""Following on part 3 Reform has the will and the capability to change the blob, the deep state the civil service, however you prefer to call them   They're the only party offering this. It's the ruination of the country. These bat shit ideas from Rachel in Accounts were already an… https://t.co/1RRNCVDxwp""",1
"""The Hodge Twins just revealed they are bought and paid for by the deep state.   Unfollow them. I did.""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""Ptm como que rino 🫠""",0
"""@johnrich @stoolpresidente Hey John.  Just wanted you to know that I am running against Dan Crenshaw!""",1
"""#Adele Rolling In The Deep   The Deep State — The Ministry of Intelligence Service   #MOIS_Int   Any other deep state is a Imposter.   #Other than Ethnicity   @DeepStateWEF   World Ministry of Defense   the New World Order   oWn nWo oNw   Scrabble it   Neoliberal is Propaganda… https://t.co/zjY4aFzu2x""",0
"""Why do so many feel like they've fallen behind?  It's not because of immigrants, trans people, the “deep state,” or any other bogeyman trotted out by the GOP.   It's because big corporations and billionaires have rigged markets and siphoned off most of the economy's gains.""",0
"""Hopefully everyone is cool with me skipping the inauguration so I can go to the national title game""",1
"""This is somehow not a parody. Many Trump voters really believe he's going to cut gas prices in half. It's an impossible goal: if oil prices drop even 25%, it'll become unprofitable to drill new wells in most of the US. But Trump's deluded people into believing he can do it. https://t.co/EL18Sk2DI2""",0
"""Why do so many feel like they've fallen behind?  It's not because of immigrants, trans people, the “deep state,” or any other bogeyman trotted out by the GOP.   It's because big corporations and billionaires have rigged markets and siphoned off most of the economy's gains.""",0
"""Why do so many feel like they've fallen behind?  It's not because of immigrants, trans people, the “deep state,” or any other bogeyman trotted out by the GOP.   It's because big corporations and billionaires have rigged markets and siphoned off most of the economy's gains.""",0
"""Why aren't Ron DeSantis and Jill Black (aka Casey DeSantis) sending help to those families who've lost everything in the fires?  Florida sent police to Texas for a non-existent border crisis....  They hate Americans.""",0
"""Texas voters gave Republicans a majority in the state legislature. But a small group of Republicans have betrayed that trust and worked a deal with Democrats to block Conservative legislation.  Do Blackrock and Vanguard control the RINO Texas Speaker and in turn the Texas House?… https://t.co/M7D04pmsWZ https://t.co/Ra7WVqhwPj https://t.co/bOJznQ7UdY""",1
"""🚨I want from you to be Honest for this Question:  Would you be okay with Donald Trump firing 85% of the Federal Government ?  YES OR NO? https://t.co/iwYPKRsXGv""",0
"""The Hodge Twins just revealed they are bought and paid for by the deep state.   Unfollow them. I did.""",1
"""Why do so many feel like they've fallen behind?  It's not because of immigrants, trans people, the “deep state,” or any other bogeyman trotted out by the GOP.   It's because big corporations and billionaires have rigged markets and siphoned off most of the economy's gains.""",0
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""皆様おはようございます☀ 🐴本日の中京11R G3シンザン記念の予想🐴 ◎②タイセイカレント ○⑧アルテヴェローチェ ▲⑫ラーズギャラリー  気になるのは①マイネルチケット 実力十分だけど最内枠なのが…出てこれるか心配💦  #おはようVtuber︎  #シンザン記念 https://t.co/KYK1ohu6ZF""",0
"""Texas voters gave Republicans a majority in the state legislature. But a small group of Republicans have betrayed that trust and worked a deal with Democrats to block Conservative legislation.  Do Blackrock and Vanguard control the RINO Texas Speaker and in turn the Texas House?… https://t.co/M7D04pmsWZ https://t.co/Ra7WVqhwPj https://t.co/bOJznQ7UdY""",1
"""Please follow @mrddmia and @JasonFyk as we move to the next phase of exposing the Deep State in preparation for Retribution.  An eye for an eye, now that there are no more cheeks to turn.  They did a whole lot of FA and now we will Ruin them.... https://t.co/vRLfGquNko""",1
"""With a week to go before Trump's inauguration, I wonder what kind of manufactured Deep State bullshvaki we're going to see happen?""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""Dear President Trump, you have the mandate to completely reform America. We need you to deliver on your promises. Please vaporize the deep state. Don’t appoint neocon snakes and punish the criminal Democrats and the lying media for hurting America with their hoaxes and scams 🙏🏻""",0
"""Source: https://t.co/34kkG67iWL""",0
"""Jon Karl reads Tom Emmer a Trump post calling him a ""RINO"" and ""out of touch."" Emmer responds: ""The president has been wonderful to me. Been wonderful to my wife.""  Humiliating. https://t.co/JWbYVfXsj7""",0
"""@bluescityconnie @In2ThinAir You're welcome!  Here's another that dovetails nicely.  8 days....Trump is in!  He's already dismanteling the Deep State.  Obama and Hillary's agenda👇 https://t.co/6k9evwaI6C""",1
"""Trump and his oligarchs have always been the deep state.""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""Trump and his oligarchs have always been the deep state.""",1
"""Yes or No? https://t.co/btODBXnQRA""",0
"""People who leave California for another state because California is an untenable mess - but bring their progressive politics with them is something I can tell you from my friends in Arizona is a big source of confusion and frustration for people.""",0
"""Why do so many feel like they've fallen behind?  It's not because of immigrants, trans people, the “deep state,” or any other bogeyman trotted out by the GOP.   It's because big corporations and billionaires have rigged markets and siphoned off most of the economy's gains.""",0
"""Democrats control the weather but can’t put the fires out with rain?!""",0
"""Das ist absolut heftig! Indem @elonmusk das Kinderschänder-Netzwerk in GB angreift, trifft der den globalen Deep State mitten ins Mark! Wer die Globalisten auffliegen lassen will, muss die Kinderschänder-Netzwerke aufdecken.  Zur ganzen Sendung: https://t.co/ppCim7tffR https://t.co/f4FNfvJZjR""",0
"""Trump’s pick to head OMB Russell Vought says he wants government employees “traumatically affected” and “to not want to go to work because they are increasingly viewed as the villains.” Targeting our nation’s public servants is wrong and dangerous. https://t.co/SsnC0U76qb""",0
"""Trump and his oligarchs have always been the deep state.""",1
"""Check it out, In a recent podcast, Jillian Michaels interviewed Senator Ron Johnson, who exposed what he claims are government lies, Covid cover-ups, and strategies to fight the 'Deep State'. Key points included criticism of vaccine focus, concerns over Big Pharma, and… https://t.co/ub77kK6fmO https://t.co/rFQHGtfOHF""",0
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""🚨 HOLY SMOKES.  Gavin Newsom is now accusing Trump of “threatening first responders” in California who are working to stop — and recover from — the fires.  This guy is a psychopath. https://t.co/WVLv3T8DYO""",0
"""The Hodge Twins just revealed they are bought and paid for by the deep state.   Unfollow them. I did.""",1
"""Most of us on here have not voted in a real President in our lifetime. All installed, planned by giving us a few corrupt players to choose from. ALL CORRUPT. All doing the work of this deep state enemy.   Until Trump.   Space force/Military caught them and stopped the cheating in… https://t.co/4JXUTJlhmp""",0
"""@Free_the_J6ers @julie_kelly2 @Melissa1opinion How do you know that? Do you have access to the FBI files?""",0
"""@Mollyploofkins Jack off Smith better beg Biden for a pardon. The next four years won't be good for him and a lot of other deepstate mfkers.""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""Most Democrats still don't realize this, but if Trump fulfills all his major promises, like draining the swamp, terminating the deep state, &amp; ending censorship, he will get to control the White House until the day he dies.  Dems won't get anywhere close to the White House for a… https://t.co/5zxBN0NRyD https://t.co/grliD4WmR1""",1
"""Most Democrats still don't realize this, but if Trump fulfills all his major promises, like draining the swamp, terminating the deep state, &amp; ending censorship, he will get to control the White House until the day he dies.  Dems won't get anywhere close to the White House for a… https://t.co/5zxBN0NRyD https://t.co/grliD4WmR1""",1
"""WATCH: Shocking Border Tunnel Discovery—Complete with Electricity and Ventilation—Exposes Deadly Crisis  A sophisticated man-made tunnel, equipped with electricity and ventilation, has been uncovered beneath the U.S.-Mexico border in El Paso, Texas.   This alarming discovery… https://t.co/GSu3BUyS6i https://t.co/4WfPYUMVRI""",1
"""Most of us on here have not voted in a real President in our lifetime. All installed, planned by giving us a few corrupt players to choose from. ALL CORRUPT. All doing the work of this deep state enemy.   Until Trump.   Space force/Military caught them and stopped the cheating in… https://t.co/4JXUTJlhmp""",0
"""Trump and his oligarchs have always been the deep state.""",1
"""Why do so many feel like they've fallen behind?  It's not because of immigrants, trans people, the “deep state,” or any other bogeyman trotted out by the GOP.   It's because big corporations and billionaires have rigged markets and siphoned off most of the economy's gains.""",0
"""Most Democrats still don't realize this, but if Trump fulfills all his major promises, like draining the swamp, terminating the deep state, &amp; ending censorship, he will get to control the White House until the day he dies.  Dems won't get anywhere close to the White House for a… https://t.co/5zxBN0NRyD https://t.co/grliD4WmR1""",1
"""Hello Moron Mark  Biden lost to Trump in America because of his failed policies and Covid had no role.  In India incumbent govt of Modi won the election even after being in power for 10 years.  Are you so stupid to get your facts totally wrong or is this deep state up your ass ? https://t.co/fba7zGqXED""",0
"""Who else is sick and tired of watching ""Republicans"" betray conservatives over and over?  The battle in Texas is clearly between the establishment swamp RINO types and the populist MAGA types.  There is a reason conservative Americans are fed up.  Why do they always do this? https://t.co/o1MmRjczBs""",1
"""?? https://t.co/P0TGRczxu8""",1
"""With a week to go before Trump's inauguration, I wonder what kind of manufactured Deep State bullshvaki we're going to see happen?""",1
"""Most of us on here have not voted in a real President in our lifetime. All installed, planned by giving us a few corrupt players to choose from. ALL CORRUPT. All doing the work of this deep state enemy.   Until Trump.   Space force/Military caught them and stopped the cheating in… https://t.co/4JXUTJlhmp""",0
"""The deep state vs Donald Trump 👀 https://t.co/5qtO7zHzRd""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""@mandrakethemaga What do you mean? Are we talking about the same guy? Why wouldn't he allow it? Do you have any idea how embedded he is into the Deep State?""",0
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""Most of us on here have not voted in a real President in our lifetime. All installed, planned by giving us a few corrupt players to choose from. ALL CORRUPT. All doing the work of this deep state enemy.   Until Trump.   Space force/Military caught them and stopped the cheating in… https://t.co/4JXUTJlhmp""",0
"""Q. Donald Trump called you last year a “RINO” and said you’re “out of touch”   GOP Rep. Tom Emmer: the president has been wonderful to me and wonderful to my wife…   https://t.co/ujrTEd5Qmk""",0
"""The deep state vs Donald Trump 👀 https://t.co/5qtO7zHzRd""",1
"""Exclusive: Mike Waltz Lays Out Plan to Wipe Out Deep State from NSC https://t.co/cH519oLw9j via @BreitbartNews""",0
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""こちらは@felineguadiansのベルギー支部の投稿をシェアさせて頂きました🙏 中国は直ちに 『動物虐待禁止法』の制定をするべきです！ 中国は動物虐待大国だと世界中から批判されています！ 分からないのですか？ #stopchinacattorture #endanimalcruelty #felineguadians https://t.co/ioHF0vDzVP""",0
"""Source: https://t.co/34kkG67iWL""",0
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""@RichardGrenell @kathrynbarger Another RINO exposed! LA County Supervisor @kathrynbarger is a total disappointment, thanking Gavin Newsom and pushing for unity behind her failed leadership.   When will Republicans learn to stand up for our values and not cower to the Democrats? @kathrynbarger, you're supposed… https://t.co/515wAxPPwi""",0
"""With a week to go before Trump's inauguration, I wonder what kind of manufactured Deep State bullshvaki we're going to see happen?""",1
"""@cam_camille3 @WonderKing82 I get it. It’s free so it’s better than nothing.  All the infinite number of people who are complaining about their deductibles and premiums are paying for your shit.""",0
"""The U.S. flags over the nation’s Capitol should be raised to full-staff during the inauguration ceremony on the morning of January 20, 2025, to honor the occasion. This momentous event celebrates the choice of the American people, symbolizes the strength of our democracy, and… https://t.co/yWP6JbKN0u https://t.co/tkImdfI0og""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""We get tagged on a lot of posts about RINO @SenatorLankford  as Okies are fed up. Meanwhile, @TulsaCountyGOP continues to celebrate Lankford.  It’s time for a huge change in leadership on every level. X has given us an amazing platform to make that happen. You in?… https://t.co/159eYgV0mQ https://t.co/C5IS8fyhWd https://t.co/16R9Is35wC""",0
"""Most Democrats still don't realize this, but if Trump fulfills all his major promises, like draining the swamp, terminating the deep state, &amp; ending censorship, he will get to control the White House until the day he dies.  Dems won't get anywhere close to the White House for a… https://t.co/5zxBN0NRyD https://t.co/grliD4WmR1""",1
"""@WallStreetApes That is the only way to categorize him..a complete an utter sociopath devoid of empathy and full of ambition / hubris and the perfect tool for a deep state machine to further their goals. That’s why he was selected. Even now he cannot take responsibility.  “Victory has 1000… https://t.co/YldToUMocQ https://t.co/nfS0JV3LD5""",1
"""Most Democrats still don't realize this, but if Trump fulfills all his major promises, like draining the swamp, terminating the deep state, &amp; ending censorship, he will get to control the White House until the day he dies.  Dems won't get anywhere close to the White House for a… https://t.co/5zxBN0NRyD https://t.co/grliD4WmR1""",1
"""BREAKING: The Supreme Court just agreed to hear a case that takes aim at Obamacare’s coverage of preventive services. What that means —&gt; https://t.co/UsZWFwajRJ""",1
"""大道花絵はアーシスグループ解散のあと七織の立ち上げ。会社潰して新しい会社で交付金事業。何でこんな無責任な会社が地方創生の交付金？まず預かったお金を返してからだろ #拡散希望 #大道花絵 #RINO #ブリッジ投資託 #地方創生 ＃デジタル田園都市国家構想交付金 #エバンハワイ #evanhawaii #内閣府 https://t.co/paiWaA0pNN""",0
"""@toobaffled The They you are looking for is the WEF./ Deep State. They need another plandemic. They are attacking your upper respiratory system to roll out the bird flu plandemic and get you to roll up your sleeve for another round.. https://t.co/D7ly7QfcAg""",1
"""@CryptoLawyerz The closer we get to the 20th the more desperate they will get to take him out! We need protection for Trump. I hope it’s enough for him and his family. The Globalists and Deep State are DESPERATE to move Trump out of the way. They FEAR all of the evil he is going to expose about… https://t.co/55KeiuqcOc""",1
"""Most Democrats still don't realize this, but if Trump fulfills all his major promises, like draining the swamp, terminating the deep state, &amp; ending censorship, he will get to control the White House until the day he dies.  Dems won't get anywhere close to the White House for a… https://t.co/5zxBN0NRyD https://t.co/grliD4WmR1""",1
"""Why do so many feel like they've fallen behind?  It's not because of immigrants, trans people, the “deep state,” or any other bogeyman trotted out by the GOP.   It's because big corporations and billionaires have rigged markets and siphoned off most of the economy's gains.""",0
"""Most Democrats still don't realize this, but if Trump fulfills all his major promises, like draining the swamp, terminating the deep state, &amp; ending censorship, he will get to control the White House until the day he dies.  Dems won't get anywhere close to the White House for a… https://t.co/5zxBN0NRyD https://t.co/grliD4WmR1""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""@22800Rancho @phil_lyman @BasedMikeLee @GovCox Ya, why did he wait?""",0
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""Jen Psaki blames Trump, Elon, and Republicans in wake of California wildfires.  Trump is not in office yet.  Democrats control California. https://t.co/EqisEZgNZR""",0
"""I wish Joe Biden all the best, but the fact is he has left the incoming administration with a dumpster fire.  President Trump is going to have to put it out, but that's exactly what he's good at. https://t.co/tzJ10pqQuL""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""Most Democrats still don't realize this, but if Trump fulfills all his major promises, like draining the swamp, terminating the deep state, &amp; ending censorship, he will get to control the White House until the day he dies.  Dems won't get anywhere close to the White House for a… https://t.co/5zxBN0NRyD https://t.co/grliD4WmR1""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""@CryptoLawyerz The closer we get to the 20th the more desperate they will get to take him out! We need protection for Trump. I hope it’s enough for him and his family. The Globalists and Deep State are DESPERATE to move Trump out of the way. They FEAR all of the evil he is going to expose about… https://t.co/55KeiuqcOc""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""These Brainwashed Democrats are sick. There OLd and part of Deep State Corrupt Politicians and it's time for them all to go.   Democrat Sen. Markey: L.A. Fires Are ‘Climate Disaster‘ Stoked by Trump, ‘More Death‘ Coming https://t.co/nZnAPif2hn via @BreitbartNews""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""Deep state https://t.co/O3voibEekF https://t.co/LPtrj10rre""",1
"""""Down with Iohannis!  ""Iohannis leave!"" ""Round two back!"" ""Down with the dictatorship!"" ... shout hundreds of thousands of Romanians in Bucharest, the capital of #Romania after after the #Romaniacoup orchestrated by the deep state in Romania with support from Brussels, following… https://t.co/dXBMk0DrRv https://t.co/cCpMV6Nm5V""",0
"""JUST IN: 🇩🇪🇷🇺 German chancellor candidate and AfD party leader Alice Weidel promises to restart the Nord Stream gas pipeline connecting Russia to Germany if elected.  Do you agree with this? https://t.co/Eo3HZbgdnA""",0
"""Who is this? https://t.co/sH9u1JFYKs""",0
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""Most Democrats still don't realize this, but if Trump fulfills all his major promises, like draining the swamp, terminating the deep state, &amp; ending censorship, he will get to control the White House until the day he dies.  Dems won't get anywhere close to the White House for a… https://t.co/5zxBN0NRyD https://t.co/grliD4WmR1""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""Trump and his oligarchs have always been the deep state.""",1
"""@LucasGageX The new face of Republicans, complete with gnashing teeth. https://t.co/hT6nmJefHw""",1
"""Embrace debate:  was Ezekiel Elliott’s “85 Yards Through the Heart of the South” or Jack Sawyer’s “Strip 6” the more legendary play in @OhioStateFB history? https://t.co/LeL3cHt7Sj""",1
"""This was STOLEN from us by the deep state and the wokeratti https://t.co/KsKsXtAOhl""",1
"""Feb 9th 1996: Chess master Garry Kasparov defeats computer chess player DEEP BLUE. IBM made him. Hes an early example of antifacial intelligence AI but nobody talks about it anymore. The match went 6 before Deep blundered and Gary pounced. Check mating https://t.co/UqkjU2Fae2""",1
"""Now that Donald Trump is considered a ‘convicted felon’, would you still have voted for him…?? https://t.co/5oG12CidxP""",0
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""Pregunto a los que viven en Estados Unidos, ¿por qué hay tanta gente que rechaza a la congresista @MaElviraSalazar ? ¿Es un tema de ser demócratas y republicanos o hay algo más que de pronto uno no sepa? Es que veo mucho odio hacia ella y no lo entiendo. 🤔 Gracias""",0
"""BREAKING: Chris Christie calls for people to forgive California Governor Gavin Newsom.   “We’re a very forgiving country.” https://t.co/dW5l6o62Yk""",0
"""Jon Karl reads Tom Emmer a Trump post calling him a ""RINO"" and ""out of touch."" Emmer responds: ""The president has been wonderful to me. Been wonderful to my wife.""  Humiliating. https://t.co/JWbYVfXsj7""",0
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""🚨BREAKING NEWS: Mike Pence urges the Senate to reject President Trump’s appointment of RFK Jr to HHS.  Thoughts? https://t.co/6GMcLqjyuA""",0
"""Following on part 3 Reform has the will and the capability to change the blob, the deep state the civil service, however you prefer to call them   They're the only party offering this. It's the ruination of the country. These bat shit ideas from Rachel in Accounts were already an… https://t.co/1RRNCVDxwp""",1
"""@WallStreetApes That is the only way to categorize him..a complete an utter sociopath devoid of empathy and full of ambition / hubris and the perfect tool for a deep state machine to further their goals. That’s why he was selected. Even now he cannot take responsibility.  “Victory has 1000… https://t.co/YldToUMocQ https://t.co/nfS0JV3LD5""",1
"""10,000s of tax-funded devices like iPads and laptops went missing from Chicago Public Schools last year….  They ended up in 108 COUNTRIES. https://t.co/LDhxrH0wD7""",1
"""Most Democrats still don't realize this, but if Trump fulfills all his major promises, like draining the swamp, terminating the deep state, &amp; ending censorship, he will get to control the White House until the day he dies.  Dems won't get anywhere close to the White House for a… https://t.co/5zxBN0NRyD https://t.co/grliD4WmR1""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""Why do so many feel like they've fallen behind?  It's not because of immigrants, trans people, the “deep state,” or any other bogeyman trotted out by the GOP.   It's because big corporations and billionaires have rigged markets and siphoned off most of the economy's gains.""",0
"""""Our money goes to Israel instead of developing firefighting equipment""  Americans are starting to realize. https://t.co/kGpIuQpgl0""",0
"""@MrSinha_ What’s this she talking and why so much hate??""",0
"""The UK is amongst the least generous when it comes to disability benefit payments. And overall spending is lower than plenty of other countries.   Cutting money from the poorest will only lead to more poverty.   The Government needs to think again. https://t.co/c5u8Lj0BgV""",1
"""Pay attention. As we speak Facebook, Amazon, Apple, etc. are fawning over Trump, changing their rules to placate MAGA, sending millions of dollars directly to Trump and his interests.  Why? So that he does NOTHING to stop them from getting bigger and bigger, richer and richer. https://t.co/lPLlAGvqWc""",0
"""Which, um, would only cause more inflation.   Otherwise, if government spending like this didn’t cause inflation and we could print all the money we want, why not send everyone 5 million dollars? https://t.co/BNSH0E7nTe""",0
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""@atensnut Haha, love it! Kamala's word salad is a perfect description of her incoherent ramblings.   Trump and Vance are going to drain the swamp and make America great again, and people like Kamala are just obstacles in their way.   Can't wait to see the Trump administration take action… https://t.co/0xfZCNYvOG""",0
"""Q. Donald Trump called you last year a “RINO” and said you’re “out of touch”   GOP Rep. Tom Emmer: the president has been wonderful to me and wonderful to my wife…   https://t.co/ujrTEd5Qmk""",0
"""Deep State has to support someone, they are loosing there Grip.""",0
"""So, I was watching an interview of Andrew Tate by Benny Johnson and Alina Habba and it suddenly struck me how much of a RINO Ron DeSantis is.""",1
